semana,data,semana_ano,familia,sku,nome_produto,demanda_total,dem_loja,dem_ecommerce,dem_marketplace,dem_retira,custo_R$,shelf_life_dias
100,2024-11-25,48,F1 - Pereciveis,F1-006,Manteiga 200g,136,100,16,15,5,12.0,30
101,2024-12-02,49,F1 - Pereciveis,F1-006,Manteiga 200g,163,118,22,21,2,12.0,30
102,2024-12-09,50,F1 - Pereciveis,F1-006,Manteiga 200g,222,157,28,24,13,12.0,30
103,2024-12-16,51,F1 - Pereciveis,F1-006,Manteiga 200g,258,177,41,15,25,12.0,30
104,2024-12-23,52,F1 - Pereciveis,F1-006,Manteiga 200g,207,144,32,24,7,12.0,30
1,2023-01-02,1,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,116,73,20,10,13,58.0,365
2,2023-01-09,2,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,22,15,4,2,1,58.0,365
3,2023-01-16,3,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,142,96,20,21,5,58.0,365
4,2023-01-23,4,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,87,59,14,9,5,58.0,365
5,2023-01-30,5,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,124,88,21,8,7,58.0,365
6,2023-02-06,6,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,114,79,18,13,4,58.0,365
7,2023-02-13,7,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,12,8,3,1,0,58.0,365
8,2023-02-20,8,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,4,3,1,0,0,58.0,365
9,2023-02-27,9,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,167,119,21,15,12,58.0,365
10,2023-03-06,10,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,110,82,18,4,6,58.0,365
11,2023-03-13,11,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,85,53,16,9,7,58.0,365
12,2023-03-20,12,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,111,78,17,10,6,58.0,365
13,2023-03-27,13,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,127,94,12,15,6,58.0,365
14,2023-04-03,14,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,52,37,7,5,3,58.0,365
15,2023-04-10,15,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,57,39,10,7,1,58.0,365
16,2023-04-17,16,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,9,6,1,1,1,58.0,365
17,2023-04-24,17,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,91,66,11,13,1,58.0,365
18,2023-05-01,18,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,6,4,1,1,0,58.0,365
19,2023-05-08,19,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,16,11,3,1,1,58.0,365
20,2023-05-15,20,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,138,102,23,5,8,58.0,365
21,2023-05-22,21,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,54,37,9,5,3,58.0,365
22,2023-05-29,22,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,53,34,7,5,7,58.0,365
23,2023-06-05,23,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,30,21,3,3,3,58.0,365
24,2023-06-12,24,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,91,67,15,8,1,58.0,365
25,2023-06-19,25,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,56,38,11,4,3,58.0,365
26,2023-06-26,26,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,66,47,8,8,3,58.0,365
27,2023-07-03,27,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,93,67,12,11,3,58.0,365
28,2023-07-10,28,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,132,94,18,14,6,58.0,365
29,2023-07-17,29,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,83,58,12,7,6,58.0,365
30,2023-07-24,30,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,103,77,13,12,1,58.0,365
31,2023-07-31,31,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,264,181,44,36,3,58.0,365
32,2023-08-07,32,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,94,66,9,10,9,58.0,365
33,2023-08-14,33,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,38,26,6,5,1,58.0,365
34,2023-08-21,34,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,37,25,4,6,2,58.0,365
35,2023-08-28,35,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,54,37,9,6,2,58.0,365
36,2023-09-04,36,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,91,62,16,6,7,58.0,365
37,2023-09-11,37,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,59,43,10,4,2,58.0,365
38,2023-09-18,38,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,131,95,18,12,6,58.0,365
39,2023-09-25,39,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,27,19,5,2,1,58.0,365
40,2023-10-02,40,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,82,55,13,7,7,58.0,365
41,2023-10-09,41,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,24,15,4,3,2,58.0,365
42,2023-10-16,42,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,108,75,12,14,7,58.0,365
43,2023-10-23,43,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,156,113,20,17,6,58.0,365
44,2023-10-30,44,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,107,80,15,8,4,58.0,365
45,2023-11-06,45,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,27,18,4,3,2,58.0,365
46,2023-11-13,46,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,73,52,11,4,6,58.0,365
47,2023-11-20,47,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,191,126,34,26,5,58.0,365
48,2023-11-27,48,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,116,86,13,15,2,58.0,365
49,2023-12-04,49,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,168,119,27,19,3,58.0,365
50,2023-12-11,50,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,15,11,2,1,1,58.0,365
51,2023-12-18,51,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,148,98,22,14,14,58.0,365
52,2023-12-25,52,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,241,176,28,26,11,58.0,365
53,2024-01-01,1,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,51,35,8,5,3,58.0,365
54,2024-01-08,2,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,27,18,5,3,1,58.0,365
55,2024-01-15,3,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,73,46,14,10,3,58.0,365
56,2024-01-22,4,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,123,93,16,12,2,58.0,365
57,2024-01-29,5,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,53,38,9,4,2,58.0,365
58,2024-02-05,6,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,164,114,31,2,17,58.0,365
59,2024-02-12,7,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,129,89,19,11,10,58.0,365
60,2024-02-19,8,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,173,126,28,8,11,58.0,365
61,2024-02-26,9,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,60,40,10,7,3,58.0,365
62,2024-03-04,10,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,54,35,7,9,3,58.0,365
63,2024-03-11,11,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,71,47,11,6,7,58.0,365
64,2024-03-18,12,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,13,9,2,1,1,58.0,365
65,2024-03-25,13,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,116,77,18,13,8,58.0,365
66,2024-04-01,14,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,84,63,8,8,5,58.0,365
67,2024-04-08,15,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,55,36,10,6,3,58.0,365
68,2024-04-15,16,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,0,0,0,0,0,58.0,365
69,2024-04-22,17,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,114,80,15,12,7,58.0,365
70,2024-04-29,18,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,87,58,13,11,5,58.0,365
71,2024-05-06,19,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,197,130,32,21,14,58.0,365
72,2024-05-13,20,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,54,38,9,6,1,58.0,365
73,2024-05-20,21,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,14,10,2,1,1,58.0,365
74,2024-05-27,22,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,15,11,2,1,1,58.0,365
75,2024-06-03,23,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,91,61,18,7,5,58.0,365
76,2024-06-10,24,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,42,28,7,5,2,58.0,365
77,2024-06-17,25,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,10,8,1,1,0,58.0,365
78,2024-06-24,26,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,115,78,16,10,11,58.0,365
79,2024-07-01,27,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,140,94,21,12,13,58.0,365
80,2024-07-08,28,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,71,47,12,7,5,58.0,365
81,2024-07-15,29,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,12,8,1,2,1,58.0,365
82,2024-07-22,30,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,76,51,10,9,6,58.0,365
83,2024-07-29,31,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,81,54,10,12,5,58.0,365
84,2024-08-05,32,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,50,35,7,5,3,58.0,365
85,2024-08-12,33,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,134,92,23,17,2,58.0,365
86,2024-08-19,34,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,238,178,34,15,11,58.0,365
87,2024-08-26,35,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,27,21,4,2,0,58.0,365
88,2024-09-02,36,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,118,84,24,3,7,58.0,365
89,2024-09-09,37,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,98,73,12,12,1,58.0,365
90,2024-09-16,38,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,130,87,20,12,11,58.0,365
91,2024-09-23,39,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,120,84,17,14,5,58.0,365
92,2024-09-30,40,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,148,108,21,9,10,58.0,365
93,2024-10-07,41,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,0,0,0,0,0,58.0,365
94,2024-10-14,42,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,87,65,14,7,1,58.0,365
95,2024-10-21,43,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,137,94,23,14,6,58.0,365
96,2024-10-28,44,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,119,88,20,5,6,58.0,365
97,2024-11-04,45,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,114,83,16,12,3,58.0,365
98,2024-11-11,46,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,78,61,8,2,7,58.0,365
99,2024-11-18,47,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,83,58,16,7,2,58.0,365
100,2024-11-25,48,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,81,58,12,10,1,58.0,365
101,2024-12-02,49,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,119,80,18,15,6,58.0,365
102,2024-12-09,50,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,92,69,13,9,1,58.0,365
103,2024-12-16,51,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,111,81,19,4,7,58.0,365
104,2024-12-23,52,F2 - Premium,F2-001,Azeite ExtraVirgem 500ml,126,93,19,11,3,58.0,365
1,2023-01-02,1,F2 - Premium,F2-002,Queijo Brie 200g,70,48,14,5,3,35.0,45
2,2023-01-09,2,F2 - Premium,F2-002,Queijo Brie 200g,16,12,1,2,1,35.0,45
3,2023-01-16,3,F2 - Premium,F2-002,Queijo Brie 200g,101,66,16,11,8,35.0,45
4,2023-01-23,4,F2 - Premium,F2-002,Queijo Brie 200g,64,47,11,2,4,35.0,45
5,2023-01-30,5,F2 - Premium,F2-002,Queijo Brie 200g,70,48,10,11,1,35.0,45
6,2023-02-06,6,F2 - Premium,F2-002,Queijo Brie 200g,72,49,11,9,3,35.0,45
7,2023-02-13,7,F2 - Premium,F2-002,Queijo Brie 200g,7,5,1,1,0,35.0,45
8,2023-02-20,8,F2 - Premium,F2-002,Queijo Brie 200g,3,3,0,0,0,35.0,45
9,2023-02-27,9,F2 - Premium,F2-002,Queijo Brie 200g,90,67,15,7,1,35.0,45
10,2023-03-06,10,F2 - Premium,F2-002,Queijo Brie 200g,70,51,11,7,1,35.0,45
11,2023-03-13,11,F2 - Premium,F2-002,Queijo Brie 200g,53,37,7,5,4,35.0,45
12,2023-03-20,12,F2 - Premium,F2-002,Queijo Brie 200g,86,61,11,8,6,35.0,45
13,2023-03-27,13,F2 - Premium,F2-002,Queijo Brie 200g,70,46,11,7,6,35.0,45
14,2023-04-03,14,F2 - Premium,F2-002,Queijo Brie 200g,37,27,5,3,2,35.0,45
15,2023-04-10,15,F2 - Premium,F2-002,Queijo Brie 200g,40,29,5,4,2,35.0,45
16,2023-04-17,16,F2 - Premium,F2-002,Queijo Brie 200g,6,5,1,0,0,35.0,45
17,2023-04-24,17,F2 - Premium,F2-002,Queijo Brie 200g,80,54,13,8,5,35.0,45
18,2023-05-01,18,F2 - Premium,F2-002,Queijo Brie 200g,4,3,1,0,0,35.0,45
19,2023-05-08,19,F2 - Premium,F2-002,Queijo Brie 200g,10,7,2,1,0,35.0,45
20,2023-05-15,20,F2 - Premium,F2-002,Queijo Brie 200g,97,68,21,4,4,35.0,45
21,2023-05-22,21,F2 - Premium,F2-002,Queijo Brie 200g,35,23,6,4,2,35.0,45
22,2023-05-29,22,F2 - Premium,F2-002,Queijo Brie 200g,38,28,5,4,1,35.0,45
23,2023-06-05,23,F2 - Premium,F2-002,Queijo Brie 200g,19,13,3,2,1,35.0,45
24,2023-06-12,24,F2 - Premium,F2-002,Queijo Brie 200g,43,28,7,4,4,35.0,45
25,2023-06-19,25,F2 - Premium,F2-002,Queijo Brie 200g,37,28,5,2,2,35.0,45
26,2023-06-26,26,F2 - Premium,F2-002,Queijo Brie 200g,54,38,6,8,2,35.0,45
27,2023-07-03,27,F2 - Premium,F2-002,Queijo Brie 200g,78,56,10,8,4,35.0,45
28,2023-07-10,28,F2 - Premium,F2-002,Queijo Brie 200g,71,51,10,8,2,35.0,45
29,2023-07-17,29,F2 - Premium,F2-002,Queijo Brie 200g,47,33,7,5,2,35.0,45
30,2023-07-24,30,F2 - Premium,F2-002,Queijo Brie 200g,77,54,10,8,5,35.0,45
31,2023-07-31,31,F2 - Premium,F2-002,Queijo Brie 200g,154,109,24,12,9,35.0,45
32,2023-08-07,32,F2 - Premium,F2-002,Queijo Brie 200g,64,42,14,6,2,35.0,45
33,2023-08-14,33,F2 - Premium,F2-002,Queijo Brie 200g,24,16,4,3,1,35.0,45
34,2023-08-21,34,F2 - Premium,F2-002,Queijo Brie 200g,21,16,3,2,0,35.0,45
35,2023-08-28,35,F2 - Premium,F2-002,Queijo Brie 200g,45,32,6,3,4,35.0,45
36,2023-09-04,36,F2 - Premium,F2-002,Queijo Brie 200g,62,42,11,6,3,35.0,45
37,2023-09-11,37,F2 - Premium,F2-002,Queijo Brie 200g,38,25,7,5,1,35.0,45
38,2023-09-18,38,F2 - Premium,F2-002,Queijo Brie 200g,81,54,12,8,7,35.0,45
39,2023-09-25,39,F2 - Premium,F2-002,Queijo Brie 200g,19,12,3,3,1,35.0,45
40,2023-10-02,40,F2 - Premium,F2-002,Queijo Brie 200g,55,40,8,4,3,35.0,45
41,2023-10-09,41,F2 - Premium,F2-002,Queijo Brie 200g,12,9,1,1,1,35.0,45
42,2023-10-16,42,F2 - Premium,F2-002,Queijo Brie 200g,59,44,8,3,4,35.0,45
43,2023-10-23,43,F2 - Premium,F2-002,Queijo Brie 200g,93,62,15,5,11,35.0,45
44,2023-10-30,44,F2 - Premium,F2-002,Queijo Brie 200g,68,49,7,7,5,35.0,45
45,2023-11-06,45,F2 - Premium,F2-002,Queijo Brie 200g,16,12,2,1,1,35.0,45
46,2023-11-13,46,F2 - Premium,F2-002,Queijo Brie 200g,40,28,5,5,2,35.0,45
47,2023-11-20,47,F2 - Premium,F2-002,Queijo Brie 200g,131,85,23,15,8,35.0,45
48,2023-11-27,48,F2 - Premium,F2-002,Queijo Brie 200g,62,47,9,5,1,35.0,45
49,2023-12-04,49,F2 - Premium,F2-002,Queijo Brie 200g,96,72,17,6,1,35.0,45
50,2023-12-11,50,F2 - Premium,F2-002,Queijo Brie 200g,10,8,1,1,0,35.0,45
51,2023-12-18,51,F2 - Premium,F2-002,Queijo Brie 200g,100,71,15,6,8,35.0,45
52,2023-12-25,52,F2 - Premium,F2-002,Queijo Brie 200g,169,118,24,20,7,35.0,45
53,2024-01-01,1,F2 - Premium,F2-002,Queijo Brie 200g,30,19,5,4,2,35.0,45
54,2024-01-08,2,F2 - Premium,F2-002,Queijo Brie 200g,14,9,2,2,1,35.0,45
55,2024-01-15,3,F2 - Premium,F2-002,Queijo Brie 200g,62,47,8,3,4,35.0,45
56,2024-01-22,4,F2 - Premium,F2-002,Queijo Brie 200g,90,60,18,11,1,35.0,45
57,2024-01-29,5,F2 - Premium,F2-002,Queijo Brie 200g,35,26,5,4,0,35.0,45
58,2024-02-05,6,F2 - Premium,F2-002,Queijo Brie 200g,114,75,21,10,8,35.0,45
59,2024-02-12,7,F2 - Premium,F2-002,Queijo Brie 200g,79,59,10,6,4,35.0,45
60,2024-02-19,8,F2 - Premium,F2-002,Queijo Brie 200g,116,78,18,14,6,35.0,45
61,2024-02-26,9,F2 - Premium,F2-002,Queijo Brie 200g,37,27,5,4,1,35.0,45
62,2024-03-04,10,F2 - Premium,F2-002,Queijo Brie 200g,31,22,4,3,2,35.0,45
63,2024-03-11,11,F2 - Premium,F2-002,Queijo Brie 200g,40,30,6,2,2,35.0,45
64,2024-03-18,12,F2 - Premium,F2-002,Queijo Brie 200g,7,5,1,1,0,35.0,45
65,2024-03-25,13,F2 - Premium,F2-002,Queijo Brie 200g,70,47,11,7,5,35.0,45
66,2024-04-01,14,F2 - Premium,F2-002,Queijo Brie 200g,46,32,8,4,2,35.0,45
67,2024-04-08,15,F2 - Premium,F2-002,Queijo Brie 200g,33,25,4,2,2,35.0,45
68,2024-04-15,16,F2 - Premium,F2-002,Queijo Brie 200g,0,0,0,0,0,35.0,45
69,2024-04-22,17,F2 - Premium,F2-002,Queijo Brie 200g,67,44,9,10,4,35.0,45
70,2024-04-29,18,F2 - Premium,F2-002,Queijo Brie 200g,59,43,9,5,2,35.0,45
71,2024-05-06,19,F2 - Premium,F2-002,Queijo Brie 200g,108,76,15,15,2,35.0,45
72,2024-05-13,20,F2 - Premium,F2-002,Queijo Brie 200g,28,19,5,3,1,35.0,45
73,2024-05-20,21,F2 - Premium,F2-002,Queijo Brie 200g,8,5,1,1,1,35.0,45
74,2024-05-27,22,F2 - Premium,F2-002,Queijo Brie 200g,12,8,1,2,1,35.0,45
75,2024-06-03,23,F2 - Premium,F2-002,Queijo Brie 200g,67,47,10,9,1,35.0,45
76,2024-06-10,24,F2 - Premium,F2-002,Queijo Brie 200g,27,20,4,3,0,35.0,45
77,2024-06-17,25,F2 - Premium,F2-002,Queijo Brie 200g,7,5,1,1,0,35.0,45
78,2024-06-24,26,F2 - Premium,F2-002,Queijo Brie 200g,67,47,11,6,3,35.0,45
79,2024-07-01,27,F2 - Premium,F2-002,Queijo Brie 200g,89,63,14,11,1,35.0,45
80,2024-07-08,28,F2 - Premium,F2-002,Queijo Brie 200g,57,40,11,5,1,35.0,45
81,2024-07-15,29,F2 - Premium,F2-002,Queijo Brie 200g,8,6,1,1,0,35.0,45
82,2024-07-22,30,F2 - Premium,F2-002,Queijo Brie 200g,47,34,7,3,3,35.0,45
83,2024-07-29,31,F2 - Premium,F2-002,Queijo Brie 200g,58,33,7,10,8,35.0,45
84,2024-08-05,32,F2 - Premium,F2-002,Queijo Brie 200g,38,26,7,3,2,35.0,45
85,2024-08-12,33,F2 - Premium,F2-002,Queijo Brie 200g,73,48,11,8,6,35.0,45
86,2024-08-19,34,F2 - Premium,F2-002,Queijo Brie 200g,155,110,20,14,11,35.0,45
87,2024-08-26,35,F2 - Premium,F2-002,Queijo Brie 200g,13,8,2,2,1,35.0,45
88,2024-09-02,36,F2 - Premium,F2-002,Queijo Brie 200g,67,48,10,6,3,35.0,45
89,2024-09-09,37,F2 - Premium,F2-002,Queijo Brie 200g,55,38,8,6,3,35.0,45
90,2024-09-16,38,F2 - Premium,F2-002,Queijo Brie 200g,78,53,12,8,5,35.0,45
91,2024-09-23,39,F2 - Premium,F2-002,Queijo Brie 200g,76,50,10,12,4,35.0,45
92,2024-09-30,40,F2 - Premium,F2-002,Queijo Brie 200g,77,55,12,7,3,35.0,45
93,2024-10-07,41,F2 - Premium,F2-002,Queijo Brie 200g,0,0,0,0,0,35.0,45
94,2024-10-14,42,F2 - Premium,F2-002,Queijo Brie 200g,52,39,8,4,1,35.0,45
95,2024-10-21,43,F2 - Premium,F2-002,Queijo Brie 200g,92,68,12,7,5,35.0,45
96,2024-10-28,44,F2 - Premium,F2-002,Queijo Brie 200g,73,49,13,7,4,35.0,45
97,2024-11-04,45,F2 - Premium,F2-002,Queijo Brie 200g,67,47,9,8,3,35.0,45
98,2024-11-11,46,F2 - Premium,F2-002,Queijo Brie 200g,54,37,9,6,2,35.0,45
99,2024-11-18,47,F2 - Premium,F2-002,Queijo Brie 200g,50,34,8,5,3,35.0,45
100,2024-11-25,48,F2 - Premium,F2-002,Queijo Brie 200g,53,40,9,3,1,35.0,45
101,2024-12-02,49,F2 - Premium,F2-002,Queijo Brie 200g,62,47,10,3,2,35.0,45
102,2024-12-09,50,F2 - Premium,F2-002,Queijo Brie 200g,51,37,8,3,3,35.0,45
103,2024-12-16,51,F2 - Premium,F2-002,Queijo Brie 200g,74,50,9,12,3,35.0,45
104,2024-12-23,52,F2 - Premium,F2-002,Queijo Brie 200g,76,54,10,8,4,35.0,45
1,2023-01-02,1,F2 - Premium,F2-003,Vinho Reserva 750ml,71,50,9,7,5,48.0,730
2,2023-01-09,2,F2 - Premium,F2-003,Vinho Reserva 750ml,18,13,3,2,0,48.0,730
3,2023-01-16,3,F2 - Premium,F2-003,Vinho Reserva 750ml,113,80,20,10,3,48.0,730
4,2023-01-23,4,F2 - Premium,F2-003,Vinho Reserva 750ml,80,59,6,8,7,48.0,730
5,2023-01-30,5,F2 - Premium,F2-003,Vinho Reserva 750ml,71,53,13,3,2,48.0,730
6,2023-02-06,6,F2 - Premium,F2-003,Vinho Reserva 750ml,81,62,14,4,1,48.0,730
7,2023-02-13,7,F2 - Premium,F2-003,Vinho Reserva 750ml,10,7,2,1,0,48.0,730
8,2023-02-20,8,F2 - Premium,F2-003,Vinho Reserva 750ml,4,3,1,0,0,48.0,730
9,2023-02-27,9,F2 - Premium,F2-003,Vinho Reserva 750ml,114,73,14,17,10,48.0,730
10,2023-03-06,10,F2 - Premium,F2-003,Vinho Reserva 750ml,89,60,11,12,6,48.0,730
11,2023-03-13,11,F2 - Premium,F2-003,Vinho Reserva 750ml,66,47,13,5,1,48.0,730
12,2023-03-20,12,F2 - Premium,F2-003,Vinho Reserva 750ml,106,77,17,11,1,48.0,730
13,2023-03-27,13,F2 - Premium,F2-003,Vinho Reserva 750ml,101,86,11,1,3,48.0,730
14,2023-04-03,14,F2 - Premium,F2-003,Vinho Reserva 750ml,45,33,5,6,1,48.0,730
15,2023-04-10,15,F2 - Premium,F2-003,Vinho Reserva 750ml,40,30,5,4,1,48.0,730
16,2023-04-17,16,F2 - Premium,F2-003,Vinho Reserva 750ml,7,5,1,1,0,48.0,730
17,2023-04-24,17,F2 - Premium,F2-003,Vinho Reserva 750ml,79,49,15,7,8,48.0,730
18,2023-05-01,18,F2 - Premium,F2-003,Vinho Reserva 750ml,5,4,1,0,0,48.0,730
19,2023-05-08,19,F2 - Premium,F2-003,Vinho Reserva 750ml,11,8,1,1,1,48.0,730
20,2023-05-15,20,F2 - Premium,F2-003,Vinho Reserva 750ml,104,73,14,7,10,48.0,730
21,2023-05-22,21,F2 - Premium,F2-003,Vinho Reserva 750ml,37,24,6,4,3,48.0,730
22,2023-05-29,22,F2 - Premium,F2-003,Vinho Reserva 750ml,47,33,6,6,2,48.0,730
23,2023-06-05,23,F2 - Premium,F2-003,Vinho Reserva 750ml,23,15,4,3,1,48.0,730
24,2023-06-12,24,F2 - Premium,F2-003,Vinho Reserva 750ml,72,46,12,9,5,48.0,730
25,2023-06-19,25,F2 - Premium,F2-003,Vinho Reserva 750ml,55,39,10,5,1,48.0,730
26,2023-06-26,26,F2 - Premium,F2-003,Vinho Reserva 750ml,56,41,7,7,1,48.0,730
27,2023-07-03,27,F2 - Premium,F2-003,Vinho Reserva 750ml,76,53,10,11,2,48.0,730
28,2023-07-10,28,F2 - Premium,F2-003,Vinho Reserva 750ml,78,52,10,10,6,48.0,730
29,2023-07-17,29,F2 - Premium,F2-003,Vinho Reserva 750ml,66,45,12,7,2,48.0,730
30,2023-07-24,30,F2 - Premium,F2-003,Vinho Reserva 750ml,86,61,12,9,4,48.0,730
31,2023-07-31,31,F2 - Premium,F2-003,Vinho Reserva 750ml,183,125,36,9,13,48.0,730
32,2023-08-07,32,F2 - Premium,F2-003,Vinho Reserva 750ml,84,58,15,6,5,48.0,730
33,2023-08-14,33,F2 - Premium,F2-003,Vinho Reserva 750ml,30,20,6,2,2,48.0,730
34,2023-08-21,34,F2 - Premium,F2-003,Vinho Reserva 750ml,24,19,2,3,0,48.0,730
35,2023-08-28,35,F2 - Premium,F2-003,Vinho Reserva 750ml,44,34,7,2,1,48.0,730
36,2023-09-04,36,F2 - Premium,F2-003,Vinho Reserva 750ml,59,41,7,9,2,48.0,730
37,2023-09-11,37,F2 - Premium,F2-003,Vinho Reserva 750ml,52,40,6,5,1,48.0,730
38,2023-09-18,38,F2 - Premium,F2-003,Vinho Reserva 750ml,95,62,19,10,4,48.0,730
39,2023-09-25,39,F2 - Premium,F2-003,Vinho Reserva 750ml,22,14,4,2,2,48.0,730
40,2023-10-02,40,F2 - Premium,F2-003,Vinho Reserva 750ml,73,53,7,12,1,48.0,730
41,2023-10-09,41,F2 - Premium,F2-003,Vinho Reserva 750ml,13,9,2,1,1,48.0,730
42,2023-10-16,42,F2 - Premium,F2-003,Vinho Reserva 750ml,87,63,13,7,4,48.0,730
43,2023-10-23,43,F2 - Premium,F2-003,Vinho Reserva 750ml,123,90,19,11,3,48.0,730
44,2023-10-30,44,F2 - Premium,F2-003,Vinho Reserva 750ml,77,54,14,7,2,48.0,730
45,2023-11-06,45,F2 - Premium,F2-003,Vinho Reserva 750ml,21,13,3,3,2,48.0,730
